route_id,route_name,short_name,vehicle_type,route_type,operator,start_stop_id,end_stop_id,total_stops,approx_distance_km,estimated_duration_min,service_start_time,service_end_time,frequency_min,fare_type,has_ac,is_express,status,created_at,updated_at,operator_id,return_leg_verified,operator_id_raw,is_multi_operator,haversine_distance_km,max_consecutive_stop_jump_km,approx_distance_km_original,distance_flagged_for_recompute,status_original,status_corrected_for_return_leg,is_bidirectional
R2301205,Purano Bus Park-Shivapuri,5,microbus,public,Basuki Yatayat,S0198,S0144,21,12.47,71.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP013,False,OP013,False,12.472,2.856,12.47,False,pending_release,False,True
R2301206,Shivapuri-Purano Bus Park,5,microbus,public,Basuki Yatayat,S0198,S0144,17,11.56,63.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP013,False,OP013,False,11.563,2.856,11.56,False,pending_release,False,True
R2301263,Chakrapath Parikrama,,bus,public,Mahanagar Yatayat,S0174,S0113,35,29.32,173.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP016,False,OP016,False,25.28,1.718,29.32,False,active,False,False
R2301306,Balkumari-Gopi Krishna,Nepal Yatayat,bus,public,Nepal Yatayat,S0024,S0134,33,15.4,85.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP007,False,OP007,False,13.395,1.123,12.75,False,active,False,True
R2301357,Naya Baneshwor-Teaching,-,microbus,public,Tarakeshwor Yatayat,S0075,S0195,13,5.22,29.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP019,False,OP019,False,4.538,1.188,3.92,False,pending_release,False,True
R2301358,Teaching-NayaBaneshwar,-,microbus,public,Tarakeshwor Yatayat,S0124,S0046,17,12.94,58.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP019,False,OP019,False,11.255,2.327,10.35,False,pending_release,False,True
R2307657,Lubhu - Lagankhel,,bus,public,Lubhu Bus Sewa Samiti,S0360,S0112,11,5.62,33.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP029,False,OP029,False,4.885,0.842,5.62,False,pending_release,False,True
R2323381,Budhanilkantha School- Ratna Park,5,microbus,public,Dhumrabaraha Yatayat,S0143,S0013,17,10.09,57.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP012,False,OP012,False,10.094,2.856,10.09,False,pending_release,False,True
R2909799,Kamalbinayak-Ratnapark,7,bus,public,Bhaktapur Minibus Samiti,S0025,S0031,38,18.3,99.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,15.488,1.263,14.74,False,active,False,True
R2975649,Purano Buspark - Chabahil,1,bus,public,Nepal Yatayat,S0198,S0044,30,14.19,80.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP007,False,OP007,False,12.341,1.255,11.3,False,active,False,True
R2988809,Purano Bus Park - Sakhu,4,bus,public,Panchpokhari Yatayat,S0198,S0146,31,24.09,112.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP017,False,OP017,False,20.944,3.333,19.84,False,active,False,True
R2988810,Purano Bus Park- Budhanilkantha,5,bus,public,Dhumrabaraha Yatayat,S0198,S0176,20,10.68,63.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP012,False,OP012,False,10.684,2.856,10.68,False,pending_release,False,True
R2988835,Ratna Park - Thankot,20,microbus,public,Chandragiri Yatayat,S0013,S0119,11,10.79,55.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP004,False,OP004,False,10.603,2.312,10.79,False,pending_release,False,True
R2988836,Thankot - Ratna Park,20,microbus,public,Chandragiri Yatayat,S0010,S0013,11,13.43,66.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP004,False,OP004,False,13.201,2.884,13.43,False,pending_release,False,True
R2988890,Bagbazaar-Kamalbinayak,7,bus,public,Bhaktapur Minibus Samiti,S0031,S0025,38,18.62,100.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,15.873,1.246,14.59,False,active,False,True
R2988891,Panauti - Ratnapark,11,bus,public,Araniko Yatayat,S0198,S0208,43,36.82,162.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP024,False,OP024,False,31.697,4.892,28.83,False,active,False,True
R2988893,Ratnapark-Changu,,bus,public,Bhaktapur Minibus Samiti,S0031,S0224,37,23.18,115.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,19.831,4.489,18.55,False,active,False,True
R2988930,Kamal Binayak-Nagarkot,,bus,public,Bhaktapur Minibus Samiti,S0025,S0039,2,9.29,39.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,9.292,9.292,9.29,False,pending_release,False,True
R2988983,Chyamasingh to Ratnapark,,bus,public,Madhya Upatyaka Bus Samiti,S0145,S0198,42,20.46,109.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP005,False,OP005,False,17.368,1.11,15.81,False,active,False,True
R2988993,Ratnapark - Dhulikhel,12,bus,public,Mayur Yatayat,S0198,S0183,44,34.94,157.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP006,False,OP006,False,30.058,4.892,27.19,False,active,False,True
R2989012,Ratna Park - Daksinkali,22,bus,public,Dakshinkali Yatayat,S0198,S0173,13,13.3,67.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP025,False,OP025,False,13.643,6.874,13.3,False,pending_release,False,True
R2989021,Lagankhel-Chapagaun,,bus,public,Lagankhel Chapagaun Bus Sewa,S0219,S0060,7,10.87,43.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP028,False,OP028,False,9.451,5.665,8.97,False,pending_release,False,True
R2989027,Changu-Ratnapark,,bus,public,Bhaktapur Minibus Samiti,S0224,S0031,37,22.85,114.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,19.446,4.489,18.7,False,active,False,True
R2989036,Purano Bus Park - jorpati,2,bus,public,Gokarneshwor Yatayat,S0198,S0135,27,13.89,75.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP002,False,OP002,False,12.079,1.255,11.06,False,active,False,True
R2989052,Ratna Park - Chyamasingh,,bus,public,Madhya Upatyaka Bus Samiti,S0198,S0145,41,21.21,110.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP005,False,OP005,False,18.123,1.197,15.99,False,active,False,True
R2989074,Sakhu - Purano Bus Park,4,bus,public,Panchpokhari Yatayat,S0146,S0198,17,15.97,78.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP017,False,OP017,False,16.373,3.333,15.89,False,pending_release,False,True
R2989075,Jorpati - Purano Bus Park,4,bus,public,Gokarneshwor Yatayat,S0135,S0198,13,8.63,41.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP002,False,OP002,False,7.508,1.104,7.1,False,pending_release,False,True
R3020174,Purano Buspark-Gothatar,,bus,public,Juneli Yatayat,S0198,S0120,19,13.77,64.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP015,False,OP015,False,11.438,1.788,11.15,False,active,True,True
R3020244,Attrekhle-Purano Buspark,,bus,public,Juneli Yatayat,S0198,S0125,28,15.87,83.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP015,False,OP015,False,13.798,1.719,12.77,False,active,False,True
R3068536,Kalanki- Lagankhel,,bus,public,Bagmati Yatayat,S0130,S0219,9,8.2,35.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP014,True,OP014,False,7.127,1.618,6.54,False,active,False,True
R3068548,Lagankhel - Kalanki,,bus,public,Bagmati Yatayat,S0219,S0130,9,8.2,35.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP014,True,OP014,False,7.127,1.618,6.54,False,active,False,True
R3070257,kalanki-Balkumari,,bus,public,Digo Yatayat,S0130,S0220,21,12.02,59.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP011,False,OP011,False,10.38,1.811,8.82,False,active,True,True
R3070262,Kalanki-Pepsacola,,bus,public,Riddhi Siddhi Yatayat,S0130,S0156,22,13.34,66.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP018,False,OP018,False,11.277,1.811,10.14,False,pending_release,False,True
R3070344,Kausaltar-Naikap,40,bus,public,Chandragiri Yatayat,S0054,S0004,25,15.4,75.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP004,False,OP004,False,13.069,2.104,11.68,False,active,False,True
R3071402,Gokarna-Chabahil-Naya_Bus_Park-Balaju-kalanki,,bus,public,Gokarneshwor Yatayat,S0140,S0130,22,17.26,92.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP002,False,OP002,False,17.294,1.719,17.26,False,pending_release,False,True
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",,tempo,public,Mahanagar Yatayat,S0069,S0034,33,14.72,81.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP016,False,OP016,False,12.733,1.071,11.44,False,active,False,True
R3074202,kapan-Chabahil-Mitidevi-Ratnapark,,microbus,public,Nepal Yatayat,S0002,S0013,13,7.49,38.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP007,False,OP007,False,6.511,1.104,6.12,False,pending_release,False,True
R3101629,Lagankhel-Satdobato-Khumaltar-Dhapakhel,,microbus,public,Lalitpur Microbus Sewa Samiti,S0219,S0032,8,6.37,29.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP009,False,OP009,False,5.536,2.864,5.13,False,pending_release,False,True
R3102120,Lagankhel-Lamatar,,bus,public,Bagmati Yatayat,S0112,S0200,5,8.59,39.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP014,False,OP014,False,8.949,4.947,8.59,False,pending_release,False,True
R3102319,Lagankhel-Tika Bhairab,,bus,public,Bagmati Yatayat,S0112,S0037,8,12.49,58.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP014,False,OP014,False,12.459,6.093,12.49,False,pending_release,False,True
R3102605,Swyambhu-Chakrapath parikrama,,bus,public,Mahanagar Yatayat,S0090,S0130,36,25.38,140.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP016,False,OP016,False,24.39,1.618,25.38,False,active,False,False
R2295974,Purano Bus Park-Nakhipot,14.0,microbus,public,Local Microbus,S0198,S0037,23,16.49,90.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP030,False,,False,17.118,5.665,16.49,False,active,False,True
R2301161,MAV School-Purano Buspark,14.0,microbus,public,Local Microbus,S0101,S0198,26,10.1,59.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP030,False,,False,8.786,0.969,7.89,False,pending_release,False,True
R3020212,Dhokashi- Chobar gate- Ratnapark,21.0,bus;microbus,public,Samyukta Yatayat,S0073,S0198,13,8.45,48.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP020,False,OP020,False,8.242,1.584,8.45,False,pending_release,False,True
R3020213,Ratna Park - Panga Dobato- Dhokashi,21.0,bus;microbus,public,Samyukta Yatayat,S0198,S0009,15,7.72,47.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP020,False,OP020,False,8.06,1.796,7.72,False,active,False,True
R3020231,Ratna Park - Panga Dobato- Nagaun- Bhatkepati,21.0,bus;microbus,public,Samyukta Yatayat,S0198,S0048,16,10.04,57.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP020,False,OP020,False,10.381,2.535,10.04,False,active,False,True
R3028077,Balaju-Ratnapark,,microbus;tempo,public,Balaju Microbus and Tempo Samiti,S0113,S0013,10,4.07,23.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP010,False,OP010,False,3.541,0.922,3.18,False,pending_release,False,True
R3072924,Matathirtha-Naikap-Thapathali-KrishnaPauroti-Ratopul-Chabahil-kapan,,bus,public,Om Janata Yatayat,S0232,S0002,24,16.07,89.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP023,False,OP023,False,16.632,2.104,16.07,False,pending_release,False,True
R3102124,RNAC-Bishalnagar-Chapal_Karkhana-Mandikhatar,,microbus,public,Dhumrabaraha Yatayat;Bishalnagar Micro Bus,S0100,S0072,14,6.73,41.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP012,False,OP012;OP022,True,6.726,1.572,6.73,False,active,False,True
R-SAJHA-01,Lagankhel-Gongabu Buspark,,bus,public,Sajha Yatayat,S0112,S0252,19,16.27,84.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,16.676,2.385,16.27,False,active,False,True
R-SAJHA-02,Lagankhel-Budhanilkantha,,bus,public,Sajha Yatayat,S0112,S0096,23,25.36,124.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,25.353,3.722,25.36,False,active,False,True
R-SAJHA-03,Godawari-Ratnapark,,bus,public,Sajha Yatayat,S0239,S0013,17,15.47,79.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,15.777,2.757,15.47,False,active,False,True
R-SAJHA-04,Lamatar-Ratnapark,,bus,public,Sajha Yatayat,S0200,S0013,21,20.62,105.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,20.28,3.015,20.62,False,active,False,True
R-SAJHA-05,Thankot-Tribhuvan International Airport,,bus,public,Sajha Yatayat,S0010,S0240,21,25.03,121.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,25.956,4.476,25.03,False,active,False,True
R-SAJHA-06,Thankot-Budhanilkantha,,bus,public,Sajha Yatayat,S0010,S0096,20,36.83,168.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,24.322,4.476,36.83,False,active,False,True
R-SAJHA-07,Lele-Jamal,,bus,public,Sajha Yatayat,S0243,S0152,18,19.69,97.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,19.662,2.748,19.69,False,active,False,True
R-SAJHA-08,Bungamati-Jamal,,bus,public,Sajha Yatayat,S0242,S0152,13,12.28,62.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP008,False,OP008,False,12.176,3.65,12.28,False,active,False,True
R2294152,Ratna Park-Lagankhel,14.0,microbus,public,Bagmati Yatayat,S0013,S0223,21,5.92,46.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP014,False,OP014,False,5.943,0.615,5.92,False,active,False,True
R2302674,Naikap-Koteshwor,,bus,public,Digo Yatayat,S0291,S0107,29,15.82,81.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP011,False,OP011,False,13.336,1.059,12.31,False,active,False,True
R2988806,Ratnapark-Dadhikot,9.0,bus,public,Bhaktapur Minibus Samiti,S0013,S0021,35,19.03,100.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,16.149,2.364,15.11,False,active,False,True
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,7.0,bus,public,Bhaktapur Minibus Samiti,S0081,S0031,41,32.69,150.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,28.005,4.642,27.07,False,active,False,True
R3283810,Ratna Park - Naikap,,microbus,public,Chandragiri Yatayat,S0013,S0291,11,10.18,60.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP004,False,OP004,False,9.866,1.703,10.18,False,active,False,True
R3214592,Koteshwor - Kalanki (via New Baneshwor),,microbus,public,Digo Yatayat,S0107,S0130,13,9.4,55.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP011,False,OP011,False,8.001,1.362,9.4,False,active,False,True
R3203278,Airport - Ratna Park,,microbus,public,Nepal Yatayat,S0070,S0013,12,9.82,58.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP007,False,OP007,False,8.063,1.84,9.82,False,active,False,True
R3297196,New Bus Park - Ratna Park,,microbus,public,Samakhusi Yatayat,S0174,S0013,8,6.24,37.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP021,False,OP021,False,4.362,1.306,6.24,False,active,False,True
R3236048,Koteshwor - New Bus Park,,microbus,public,Digo Yatayat,S0107,S0174,14,16.31,96.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP011,False,OP011,False,12.289,2.333,16.31,False,active,False,True
R3232098,Narayangopal Chowk - Satdobato,,bus,public,Mahanagar Yatayat,S0336,S0011,16,12.24,72.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP016,False,OP016,False,10.426,1.129,12.24,False,active,False,True
R3229256,Jorpati - Naikap,,bus,public,Chandragiri Yatayat,S0135,S0291,17,16.31,96.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP004,False,OP004,False,14.602,1.839,16.31,False,active,False,True
R3218289,Jorpati - Ekantakuna,,microbus,public,Gokarneshwor Yatayat,S0135,S0214,14,14.87,88.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP002,False,OP002,False,12.706,1.71,14.87,False,active,False,True
R3296530,Koteshwor - Kalanki (via Satdobato),,bus,public,Mahanagar Yatayat,S0107,S0130,11,15.27,90.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP016,False,OP016,False,11.404,2.943,15.27,False,active,False,True
R3213434,Kalanki - Koteshwor,,bus,public,Mahanagar Yatayat,S0130,S0107,21,23.99,142.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP016,False,OP016,False,18.094,2.124,23.99,False,active,False,True
R3288696,Lagankhel - Ratna Park,,microbus,public,Lalitpur Microbus Sewa Samiti,S0112,S0013,8,5.95,35.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP009,False,OP009,False,5.137,1.092,5.95,False,active,False,True
R3297080,Lagankhel - Balkhu,,microbus,public,Samyukta Yatayat,S0112,S0230,7,6.29,37.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP020,False,OP020,False,5.258,1.414,6.29,False,active,False,True
R3271482,Lagankhel - Koteshwor,,microbus,public,Lalitpur Microbus Sewa Samiti,S0112,S0107,12,8.32,49.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP009,False,OP009,False,7.072,1.212,8.32,False,active,False,True
R3211395,Bhaktapur - Ratna Park,,bus,public,Bhaktapur Minibus Samiti,S0161,S0013,14,16.77,99.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,14.605,3.69,16.77,False,active,False,True
R3277397,Bhaktapur - Gongabu,,bus,public,Bhaktapur Minibus Samiti,S0089,S0174,15,22.41,132.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP003,False,OP003,False,19.124,4.935,22.41,False,active,False,True
R3255302,Suryabinayak - Kirtipur,,bus,public,Kirtipur Yatayat,S0089,S0043,13,21.47,127.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP026,False,OP026,False,17.551,4.25,21.47,False,active,False,True
R3204165,Thimi - Ratna Park,,microbus,public,Madhyapur Thimi Yatayat,S0021,S0013,12,14.65,86.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03T02:53:43Z,2026-08-17T03:46:04Z,OP027,False,OP027,False,12.744,3.704,14.65,False,active,False,True
