route_id,route_name,short_name,vehicle_type,route_type,operator,start_stop_id,end_stop_id,total_stops,approx_distance_km,estimated_duration_min,service_start_time,service_end_time,frequency_min,fare_type,has_ac,is_express,status,created_at,updated_at,operator_id,return_leg_verified,operator_id_raw,is_multi_operator,haversine_distance_km,max_consecutive_stop_jump_km,approx_distance_km_original,distance_flagged_for_recompute,status_original,status_corrected_for_return_leg,is_bidirectional
R3070257,kalanki-Balkumari,,bus,public,Digo Yatayat,S0130,S0220,13,8.75,59.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP011,False,OP011,False,10.375,1.811,8.82,False,active,True,True
R3014451,Bhaktapur-Purano Thimi- Purano Bus Park,7.0,bus,public,Bhaktapur Minibus Samiti,S0161,S0013,24,15.46,150.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP003,False,OP003,False,26.547,4.642,27.07,False,active,False,True
R-NY-03,Pepsicola-Pepsicola (loop),NY-03,bus,public,Nepal Yatayat,S0372,S0372,21,20.92,,06:00:00,20:00:00,,distance_based,False,False,active,2026-08-22 16:42:44+00:00,2026-08-17 20:07:59+00:00,OP007,False,OP007,False,20.339,3.606,,False,active,False,False
R3071562,"Naya Baneshwor, Koteshwor, Satdobato, Lagankhel, Jaulakhel, Kupandol, Naya Baneshwor",,tempo,public,Mahanagar Yatayat,S0069,S0069,24,12.35,81.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP016,False,OP016,False,12.416,1.071,11.44,False,active,False,True
R2988806,Ratnapark-Dadhikot,9.0,bus,public,Bhaktapur Minibus Samiti,S0013,S0317,19,8.78,100.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP003,False,OP003,False,15.750,2.364,15.11,False,active,False,True
R3203278,Airport - Ratna Park,,microbus,public,Nepal Yatayat,S0139,S0013,11,4.91,58.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP007,False,OP007,False,8.063,1.840,9.82,False,active,False,True
R3232098,Narayangopal Chowk - Satdobato,,bus,public,Mahanagar Yatayat,S0044,S0011,16,10.77,72.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP016,False,OP016,False,10.366,1.129,12.24,False,active,False,True
R3351752,dhulikhel-ratnapark,,bus,,,S0183,S0198,31,27.57,,,,,,False,False,active,2026-08-26 09:06:40.486500+00:00,2026-08-26 09:06:40.486500+00:00,,False,,False,,,,False,,False,False
R3218289,Jorpati - Ekantakuna,,microbus,public,Gokarneshwor Yatayat,S0135,S0242,17,17.44,88.0,06:00:00,20:00:00,15,distance_based,False,False,active,2026-08-03 02:53:43+00:00,2026-08-17 20:07:59+00:00,OP002,False,OP002,False,12.692,1.710,14.87,False,active,False,True
R3351754,Jamal-Bungamati,,bus,,,S0152,S0242,30,12.98,,,,,,False,False,active,2026-08-26 10:14:51.010124+00:00,2026-08-26 10:14:51.010124+00:00,,False,,False,,,,False,,False,False
R3351755,shivpuri park stop - ratna park,,bus,,,S0144,S0198,15,11.47,,,,,,False,False,active,2026-08-26 10:26:28.835465+00:00,2026-08-26 10:26:28.835465+00:00,,False,,False,,,,False,,False,False
R3351751,ring road,,bus,,,S_418,S_418,36,26.55,,,,,,False,False,active,2026-08-25 22:06:52.511126+00:00,2026-08-25 22:06:52.511126+00:00,,False,,False,,,,False,,False,False
R3351753,bhaisepati-jorpati,,bus,,,S0242,S0135,29,17.79,,,,,,False,False,active,2026-08-26 09:07:09.344710+00:00,2026-08-26 09:07:09.344710+00:00,,False,,False,,,,False,,False,False
