route_id,stop_id,sequence_no,stop_name
R2301306,S0124,27,Teaching Hospital stop
R2301306,S0030,28,Chakrapath Stop-- South
R2301306,S0044,29,Narayan Gopal Chowk
R2301306,S0109,30,Chapal Karkhana stop
R2301306,S0118,31,Dhumbarahi
R2301306,S0217,32,Sukedhara Stop
R2301306,S0134,33,Gopi Krishna Stop
R2301357,S0075,1,New Baneshwor West
R2301357,S0091,2,Naya Baneshwor Tempo Stop
R2301357,S0167,3,ShivaDarshan Hall Stop
R2301357,S0059,4,SchEMS
R2301357,S0205,5,Ratna Rajya Stop
R2301357,S0077,6,Apex College Stop
R2301357,S0046,7,Tempo Stop Near Old Baneshwar
R2301357,S0222,8,Old Baneshwor
R2301357,S0012,9,Ratopul Stop
R2301357,S0045,10,Ratopul
R2301357,S0204,11,Gaushala Chowk Stop
R2301357,S0052,12,JayaBageshwari Stop
R2301357,S0195,13,Chabahil चाबाहील
R2301358,S0124,1,Teaching Hospital stop
R2301358,S0030,2,Chakrapath Stop-- South
R2301358,S0044,3,Narayan Gopal Chowk
R2301358,S0134,4,Gopi Krishna Stop
R2301358,S0217,5,Sukedhara Stop
R2301358,S0118,6,Dhumbarahi
R2301358,S0109,7,Chapal Karkhana stop
R2301358,S0134,8,Gopi Krishna Stop
R2301358,S0195,9,Chabahil चाबाहील
R2301358,S0052,10,JayaBageshwari Stop
R2301358,S0204,11,Gaushala Chowk Stop
R2301358,S0222,12,Old Baneshwor
R2301358,S0167,13,ShivaDarshan Hall Stop
R2301358,S0059,14,SchEMS
R2301358,S0205,15,Ratna Rajya Stop
R2301358,S0077,16,Apex College Stop
R2301358,S0046,17,Tempo Stop Near Old Baneshwar
R2302674,S0291,1,Naikap Bus Stop
R2302674,S0292,2,Bosigaun Chowk / Checkpost
R2302674,S0275,3,Dui Adda (Dhunga Adda)
R2302674,S0130,4,Kalanki
R2302674,S0295,5,Underpass East / Khasibazaar
R2302674,S0296,6,Soalteemode East
R2302674,S0263,7,Ravi Bhavan
R2302674,S0192,8,Naya Naikap
R2302674,S0023,9,Kalimati
R2302674,S0276,10,Tek (Teku)
R2302674,S0056,11,Tripureshwor
R2302674,S0185,12,Thapathali
R2302674,S0132,13,Maitighar Stop--South
R2302674,S0097,14,Maitighar
R2302674,S0028,15,Babarmahal
R2302674,S0099,16,Babarmahal Stop West
R2302674,S0034,17,Buddhanagar Stop
R2302674,S0062,18,Babarmahal Stop East
R2302674,S0015,19,Hanumanthan Stop
R2302674,S0304,20,Naya Baneshwor Chowk
R2302674,S0034,21,Buddhanagar Stop
R2302674,S0069,22,Naya Baneshwor Tampoo Station
R2302674,S0074,23,नयाँ बानेश्वर
R2302674,S0114,24,Baneshwor Bus Station
R2302674,S0029,25,Minbhawan
R2302674,S0127,26,Shantinagar Stop
R2302674,S0017,27,Tinkune Stop
R2302674,S0203,28,Tinkune Subidhanagar
R2302674,S0107,29,Koteshwor Stop
R2307657,S0360,1,Lubhu Bus Park
R2307657,S0361,2,Dungin / School Chowk
R2307657,S0362,3,Sanagaun Chowk
R2307657,S0363,4,Siddhipur / Tikathali Dobato
R2307657,S0364,5,Imadol Krishna Mandir
R2307657,S0365,6,Ratamakai Chowk
R2307657,S0366,7,KIST Hospital Chowk
R2307657,S0020,8,Gwarko Chowk Stop
R2307657,S0367,9,Prayag Pokhari / Patan College
R2307657,S0368,10,Patan Hospital Dobato
R2307657,S0112,11,Lagankhel Stop
R2323381,S0143,1,Budhanilkantha School Blue Micro Stand
R2323381,S0096,2,Budhanilkantha Micro Stand
R2323381,S0176,3,Budhanilkantha Stop
R2323381,S0038,4,Deuba Chowk stop
R2323381,S0231,5,Golfutar stop
R2323381,S0158,6,Bansbari stop
R2323381,S0030,7,Chakrapath Stop-- South
R2323381,S0044,8,Narayan Gopal Chowk
R2323381,S0124,9,Teaching Hospital stop
R2323381,S0082,10,Panipokhari stop
R2323381,S0149,11,Lazimpat stop
R2323381,S0087,12,Lainchaur stop
R2323381,S0193,13,Lainchour Chowk Bus Stop
R2323381,S0152,14,Jamal
R2323381,S0166,15,Kantipath
R2323381,S0137,16,Ghantaghar (घण्टाघर) stop
R2323381,S0013,17,Ratna Park
R2909799,S0025,1,Kamal Binayak
R2909799,S0050,2,Mahalaxmi Stop
R2909799,S0165,3,Mahakali Stop
R2909799,S0199,4,Byasi Stop
R2909799,S0081,5,Bhaktapur Hospital Stop
R2909799,S0161,6,Bhaktapur Bus Park
R2909799,S0014,7,Sallaghari North
R2909799,S0098,8,Tinkune Bhaktapur
R2909799,S0080,9,Srijana nagar
R2909799,S0202,10,Srijananagar
R2909799,S0147,11,Radhe Radhe
R2909799,S0110,12,Thimi Stop
R2909799,S0021,13,Thimi
R2909799,S0007,14,Chardobato
R2909799,S0092,15,Gathaghar
R2909799,S0004,16,Kaushaltar
R2909799,S0022,17,Lokanthali North
R2909799,S0159,18,Jadibuti
R2909799,S0215,19,Jadibuti Stop
R2909799,S0159,20,Jadibuti
R2909799,S0107,21,Koteshwor Stop
R2909799,S0017,22,Tinkune Stop
R2909799,S0203,23,Tinkune Subidhanagar
R2909799,S0127,24,Shantinagar Stop
R2909799,S0029,25,Minbhawan
R2909799,S0114,26,Baneshwor Bus Station
R2909799,S0074,27,नयाँ बानेश्वर
R2909799,S0034,28,Buddhanagar Stop
R2909799,S0062,29,Babarmahal Stop East
R2909799,S0034,30,Buddhanagar Stop
R2909799,S0028,31,Babarmahal
R2909799,S0099,32,Babarmahal Stop West
R2909799,S0097,33,Maitighar
R2909799,S0036,34,Singha Durbar West Stop
R2909799,S0102,35,New Plaza Stop
R2909799,S0005,36,Putalisadak Stop
R2909799,S0206,37,Putalisadak chowk
R2909799,S0031,38,Bagbazar Stop
R2975649,S0198,1,Ratnapark(purano bus park)
R2975649,S0086,2,Tourism Board Stop
R2975649,S0088,3,Bhadrakali
R2975649,S0036,4,Singha Durbar West Stop
R2975649,S0097,5,Maitighar
R2975649,S0028,6,Babarmahal
R2975649,S0099,7,Babarmahal Stop West
R2975649,S0034,8,Buddhanagar Stop
R2975649,S0062,9,Babarmahal Stop East
R2975649,S0034,10,Buddhanagar Stop
R2975649,S0069,11,Naya Baneshwor Tampoo Station
R2975649,S0074,12,नयाँ बानेश्वर
R2975649,S0114,13,Baneshwor Bus Station
R2975649,S0029,14,Minbhawan
R2975649,S0127,15,Shantinagar Stop
R2975649,S0017,16,Tinkune Stop
R2975649,S0203,17,Tinkune Subidhanagar
R2975649,S0053,18,Gairigaun Stop
R2975649,S0139,19,Sinamangal/Ring Road Stop सिनामंगल
R2975649,S0070,20,Airport Bus Station
R2975649,S0071,21,पिङ्गलस्थान
R2975649,S0204,22,Gaushala Chowk Stop
R2975649,S0052,23,JayaBageshwari Stop
R2975649,S0195,24,Chabahil चाबाहील
R2975649,S0134,25,Gopi Krishna Stop
R2975649,S0217,26,Sukedhara Stop
R2975649,S0118,27,Dhumbarahi
R2975649,S0109,28,Chapal Karkhana stop
R2975649,S0030,29,Chakrapath Stop-- South
R2975649,S0044,30,Narayan Gopal Chowk
R2988806,S0013,1,Ratna Park
R2988806,S0198,2,Ratnapark(purano bus park)
R2988806,S0086,3,Tourism Board Stop
R2988806,S0278,4,"N.A.Bh (Nepal Army Headquarters, Bhadrakali)"
R2988806,S0088,5,Bhadrakali
R2988806,S0036,6,Singha Durbar West Stop
R2988806,S0097,7,Maitighar
R2988806,S0028,8,Babarmahal
R2988806,S0099,9,Babarmahal Stop West
R2988806,S0034,10,Buddhanagar Stop
R2988806,S0062,11,Babarmahal Stop East
R2988806,S0015,12,Hanumanthan Stop
R2988806,S0304,13,Naya Baneshwor Chowk
R2988806,S0034,14,Buddhanagar Stop
R2988806,S0069,15,Naya Baneshwor Tampoo Station
R2988806,S0074,16,नयाँ बानेश्वर
R2988806,S0114,17,Baneshwor Bus Station
R2988806,S0029,18,Minbhawan
R2988806,S0127,19,Shantinagar Stop
R2988806,S0017,20,Tinkune Stop
R2988806,S0203,21,Tinkune Subidhanagar
R2988806,S0107,22,Koteshwor Stop
R2988806,S0215,23,Jadibuti Stop
R2988806,S0159,24,Jadibuti
R2988806,S0022,25,Lokanthali North
R2988806,S0004,26,Kaushaltar
R2988806,S0312,27,Lokanthali South
R2988806,S0313,28,Balkot Mod
R2988806,S0314,29,Balkot Chowk
R2988806,S0315,30,Gamcha Bus Stop
R2988806,S0316,31,Biruwa / Dadhikot Mod
R2988806,S0317,32,Dadhikot Health Post
R2988806,S0092,33,Gathaghar
R2988806,S0007,34,Chardobato
R2988806,S0021,35,Thimi
R2988809,S0198,1,Ratnapark(purano bus park)
R2988809,S0086,2,Tourism Board Stop
R2988809,S0088,3,Bhadrakali
R2988809,S0036,4,Singha Durbar West Stop
R2988809,S0097,5,Maitighar
R2988809,S0028,6,Babarmahal
R2988809,S0099,7,Babarmahal Stop West
R2988809,S0034,8,Buddhanagar Stop
R2988809,S0062,9,Babarmahal Stop East
R2988809,S0034,10,Buddhanagar Stop
R2988809,S0069,11,Naya Baneshwor Tampoo Station
R2988809,S0074,12,नयाँ बानेश्वर
R2988809,S0114,13,Baneshwor Bus Station
R2988809,S0029,14,Minbhawan
R2988809,S0127,15,Shantinagar Stop
R2988809,S0017,16,Tinkune Stop
R2988809,S0203,17,Tinkune Subidhanagar
R2988809,S0053,18,Gairigaun Stop
R2988809,S0139,19,Sinamangal/Ring Road Stop सिनामंगल
R2988809,S0070,20,Airport Bus Station
R2988809,S0071,21,पिङ्गलस्थान
R2988809,S0204,22,Gaushala Chowk Stop
R2988809,S0052,23,JayaBageshwari Stop
R2988809,S0195,24,Chabahil चाबाहील
R2988809,S0172,25,Hyatt Regency
R2988809,S0026,26,Boudha
R2988809,S0135,27,Jorpati
R2988809,S0369,28,Thali
R2988809,S0370,29,Danchhi
R2988809,S0371,30,Bramhakhel
R2988809,S0146,31,Sakhu Stop
R2988810,S0198,1,Ratnapark(purano bus park)
R2988810,S0086,2,Tourism Board Stop
R2988810,S0067,3,Shahid Gate
R2988810,S0076,4,Sundhara Stop
R2988810,S0100,5,RNAC stop
R2988810,S0171,6,Bir Hospital
R2988810,S0166,7,Kantipath
R2988810,S0152,8,Jamal
R2988810,S0193,9,Lainchour Chowk Bus Stop
R2988810,S0087,10,Lainchaur stop
R2988810,S0149,11,Lazimpat stop
R2988810,S0082,12,Panipokhari stop
R2988810,S0124,13,Teaching Hospital stop
R2988810,S0030,14,Chakrapath Stop-- South
R2988810,S0044,15,Narayan Gopal Chowk
R2988810,S0158,16,Bansbari stop
R2988810,S0231,17,Golfutar stop
R2988810,S0038,18,Deuba Chowk stop
R2988810,S0096,19,Budhanilkantha Micro Stand
R2988810,S0176,20,Budhanilkantha Stop
R2988835,S0013,1,Ratna Park
R2988835,S0198,2,Ratnapark(purano bus park)
R2988835,S0086,3,Tourism Board Stop
R2988835,S0067,4,Shahid Gate
R2988835,S0076,5,Sundhara Stop
R2988835,S0056,6,Tripureshwor
R2988835,S0023,7,Kalimati
R2988835,S0130,8,Kalanki
R2988835,S0054,9,Nikap
R2988835,S0008,10,Sataungal
R2988835,S0119,11,Thankot Checkpost
R2988836,S0010,1,Thankot
R2988836,S0119,2,Thankot Checkpost
R2988836,S0008,3,Sataungal
R2988836,S0054,4,Nikap
R2988836,S0130,5,Kalanki
R2988836,S0023,6,Kalimati
R2988836,S0056,7,Tripureshwor
R2988836,S0076,8,Sundhara Stop
R2988836,S0100,9,RNAC stop
R2988836,S0171,10,Bir Hospital
R2988836,S0013,11,Ratna Park
R2988890,S0031,1,Bagbazar Stop
R2988890,S0198,2,Ratnapark(purano bus park)
R2988890,S0086,3,Tourism Board Stop
R2988890,S0088,4,Bhadrakali
R2988890,S0036,5,Singha Durbar West Stop
R2988890,S0097,6,Maitighar
R2988890,S0028,7,Babarmahal
R2988890,S0099,8,Babarmahal Stop West
R2988890,S0034,9,Buddhanagar Stop
R2988890,S0062,10,Babarmahal Stop East
R2988890,S0034,11,Buddhanagar Stop
R2988890,S0069,12,Naya Baneshwor Tampoo Station
R2988890,S0074,13,नयाँ बानेश्वर
R2988890,S0114,14,Baneshwor Bus Station
R2988890,S0029,15,Minbhawan
R2988890,S0127,16,Shantinagar Stop
R2988890,S0017,17,Tinkune Stop
R2988890,S0203,18,Tinkune Subidhanagar
R2988890,S0107,19,Koteshwor Stop
R2988890,S0159,20,Jadibuti
R2988890,S0215,21,Jadibuti Stop
R2988890,S0159,22,Jadibuti
R2988890,S0022,23,Lokanthali North
R2988890,S0004,24,Kaushaltar
R2988890,S0092,25,Gathaghar
R2988890,S0007,26,Chardobato
R2988890,S0021,27,Thimi
R2988890,S0147,28,Radhe Radhe
R2988890,S0080,29,Srijana nagar
R2988890,S0202,30,Srijananagar
R2988890,S0098,31,Tinkune Bhaktapur
R2988890,S0014,32,Sallaghari North
R2988890,S0081,33,Bhaktapur Hospital Stop
R2988890,S0161,34,Bhaktapur Bus Park
R2988890,S0199,35,Byasi Stop
R2988890,S0165,36,Mahakali Stop
R2988890,S0050,37,Mahalaxmi Stop
R2988890,S0025,38,Kamal Binayak
R2988891,S0198,1,Ratnapark(purano bus park)
R2988891,S0086,2,Tourism Board Stop
R2988891,S0088,3,Bhadrakali
R2988891,S0036,4,Singha Durbar West Stop
R2988891,S0097,5,Maitighar
R2988891,S0028,6,Babarmahal
R2988891,S0099,7,Babarmahal Stop West
R2988891,S0034,8,Buddhanagar Stop
R2988891,S0062,9,Babarmahal Stop East
R2988891,S0034,10,Buddhanagar Stop
R2988891,S0069,11,Naya Baneshwor Tampoo Station
R2988891,S0074,12,नयाँ बानेश्वर
R2988891,S0114,13,Baneshwor Bus Station
R2988891,S0029,14,Minbhawan
R2988891,S0127,15,Shantinagar Stop
R2988891,S0017,16,Tinkune Stop
R2988891,S0203,17,Tinkune Subidhanagar
R2988891,S0107,18,Koteshwor Stop
R2988891,S0159,19,Jadibuti
R2988891,S0215,20,Jadibuti Stop
R2988891,S0159,21,Jadibuti
R2988891,S0022,22,Lokanthali North
R2988891,S0004,23,Kaushaltar
R2988891,S0092,24,Gathaghar
R2988891,S0007,25,Chardobato
R2988891,S0021,26,Thimi
R2988891,S0147,27,Radhe Radhe
R2988891,S0080,28,Srijana nagar
R2988891,S0202,29,Srijananagar
R2988891,S0098,30,Tinkune Bhaktapur
R2988891,S0095,31,Sallaghari Stop
R2988891,S0122,32,Chunudevi
R2988891,S0019,33,Barahi Movies
R2988891,S0229,34,Chundevi Bus Stop (Chunudevi)
R2988891,S0089,35,Suryabinayek
R2988891,S0178,36,Adarsha
R2988891,S0190,37,Jagati
R2988891,S0117,38,Sanga
R2988891,S0160,39,Bansdol
R2988891,S0121,40,Banepa Tindobato
R2988891,S0153,41,Poolbazar Bus Stop (Pulbazar)
R2988891,S0136,42,Banepa
R2988891,S0208,43,Panauti
R2988893,S0031,1,Bagbazar Stop
R2988893,S0198,2,Ratnapark(purano bus park)
R2988893,S0086,3,Tourism Board Stop
R2988893,S0088,4,Bhadrakali
R2988893,S0036,5,Singha Durbar West Stop
R2988893,S0097,6,Maitighar
R2988893,S0028,7,Babarmahal
R2988893,S0099,8,Babarmahal Stop West
R2988893,S0034,9,Buddhanagar Stop
R2988893,S0062,10,Babarmahal Stop East
R2988893,S0034,11,Buddhanagar Stop
R2988893,S0069,12,Naya Baneshwor Tampoo Station
R2988893,S0074,13,नयाँ बानेश्वर
R2988893,S0114,14,Baneshwor Bus Station
R2988893,S0029,15,Minbhawan
R2988893,S0127,16,Shantinagar Stop
R2988893,S0017,17,Tinkune Stop
R2988893,S0203,18,Tinkune Subidhanagar
R2988893,S0107,19,Koteshwor Stop
R2988893,S0159,20,Jadibuti
R2988893,S0215,21,Jadibuti Stop
R2988893,S0159,22,Jadibuti
R2988893,S0022,23,Lokanthali North
R2988893,S0004,24,Kaushaltar
R2988893,S0092,25,Gathaghar
R2988893,S0007,26,Chardobato
R2988893,S0021,27,Thimi
R2988893,S0147,28,Radhe Radhe
R2988893,S0080,29,Srijana nagar
R2988893,S0202,30,Srijananagar
R2988893,S0098,31,Tinkune Bhaktapur
R2988893,S0014,32,Sallaghari North
R2988893,S0081,33,Bhaktapur Hospital Stop
R2988893,S0161,34,Bhaktapur Bus Park
R2988893,S0199,35,Byasi Stop
R2988893,S0165,36,Mahakali Stop
R2988893,S0224,37,Changu Narayan
R2988930,S0025,1,Kamal Binayak
R2988930,S0039,2,Nagarkot
R2988983,S0145,1,Chyamasingh
R2988983,S0190,2,Jagati
R2988983,S0178,3,Adarsha
R2988983,S0089,4,Suryabinayek
R2988983,S0229,5,Chundevi Bus Stop (Chunudevi)
R2988983,S0019,6,Barahi Movies
R2988983,S0122,7,Chunudevi
R2988983,S0095,8,Sallaghari Stop
R2988983,S0098,9,Tinkune Bhaktapur
R2988983,S0080,10,Srijana nagar
R2988983,S0202,11,Srijananagar
R2988983,S0147,12,Radhe Radhe
R2988983,S0110,13,Thimi Stop
R2988983,S0021,14,Thimi
R2988983,S0007,15,Chardobato
R2988983,S0092,16,Gathaghar
R2988983,S0004,17,Kaushaltar
R2988983,S0022,18,Lokanthali North
R2988983,S0159,19,Jadibuti
R2988983,S0215,20,Jadibuti Stop
R2988983,S0159,21,Jadibuti
R2988983,S0107,22,Koteshwor Stop
R2988983,S0017,23,Tinkune Stop
R2988983,S0203,24,Tinkune Subidhanagar
R2988983,S0127,25,Shantinagar Stop
R2988983,S0029,26,Minbhawan
R2988983,S0114,27,Baneshwor Bus Station
R2988983,S0074,28,नयाँ बानेश्वर
R2988983,S0034,29,Buddhanagar Stop
R2988983,S0062,30,Babarmahal Stop East
R2988983,S0034,31,Buddhanagar Stop
R2988983,S0028,32,Babarmahal
R2988983,S0099,33,Babarmahal Stop West
R2988983,S0097,34,Maitighar
R2988983,S0036,35,Singha Durbar West Stop
R2988983,S0088,36,Bhadrakali
R2988983,S0067,37,Shahid Gate
R2988983,S0076,38,Sundhara Stop
R2988983,S0100,39,RNAC stop
R2988983,S0171,40,Bir Hospital
R2988983,S0013,41,Ratna Park
R2988983,S0198,42,Ratnapark(purano bus park)
R2988993,S0198,1,Ratnapark(purano bus park)
R2988993,S0086,2,Tourism Board Stop
R2988993,S0088,3,Bhadrakali
R2988993,S0036,4,Singha Durbar West Stop
R2988993,S0097,5,Maitighar
R2988993,S0028,6,Babarmahal
R2988993,S0099,7,Babarmahal Stop West
R2988993,S0034,8,Buddhanagar Stop
R2988993,S0062,9,Babarmahal Stop East
R2988993,S0034,10,Buddhanagar Stop
R2988993,S0069,11,Naya Baneshwor Tampoo Station
R2988993,S0074,12,नयाँ बानेश्वर
R2988993,S0114,13,Baneshwor Bus Station
R2988993,S0029,14,Minbhawan
R2988993,S0127,15,Shantinagar Stop
R2988993,S0017,16,Tinkune Stop
R2988993,S0203,17,Tinkune Subidhanagar
R2988993,S0107,18,Koteshwor Stop
R2988993,S0159,19,Jadibuti
R2988993,S0215,20,Jadibuti Stop
R2988993,S0159,21,Jadibuti
R2988993,S0022,22,Lokanthali North
R2988993,S0004,23,Kaushaltar
R2988993,S0092,24,Gathaghar
R2988993,S0007,25,Chardobato
R2988993,S0021,26,Thimi
R2988993,S0147,27,Radhe Radhe
R2988993,S0080,28,Srijana nagar
R2988993,S0202,29,Srijananagar
R2988993,S0098,30,Tinkune Bhaktapur
R2988993,S0095,31,Sallaghari Stop
R2988993,S0122,32,Chunudevi
R2988993,S0019,33,Barahi Movies
R2988993,S0229,34,Chundevi Bus Stop (Chunudevi)
R2988993,S0089,35,Suryabinayek
R2988993,S0178,36,Adarsha
R2988993,S0190,37,Jagati
R2988993,S0117,38,Sanga
R2988993,S0160,39,Bansdol
R2988993,S0121,40,Banepa Tindobato
R2988993,S0153,41,Poolbazar Bus Stop (Pulbazar)
R2988993,S0136,42,Banepa
R2988993,S0001,43,KU Bus Stand (26 Kilo)
R2988993,S0183,44,Dhulikhel Stop
R2989012,S0198,1,Ratnapark(purano bus park)
R2989012,S0086,2,Tourism Board Stop
R2989012,S0067,3,Shahid Gate
R2989012,S0076,4,Sundhara Stop
R2989012,S0056,5,Tripureshwor
R2989012,S0023,6,Kalimati
R2989012,S0230,7,Balkhu
R2989012,S0233,8,Balkhu Stop
R2989012,S0225,9,Kumari Club
R2989012,S0043,10,TU Gate
R2989012,S0049,11,Naya Bato
R2989012,S0073,12,Chobhar Gate
R2989012,S0173,13,Dakshinkali
R2989021,S0219,1,Lagankhel
R2989021,S0194,2,Batuk Bhairav
R2989021,S0112,3,Lagankhel Stop
R2989021,S0223,4,Lalitpur Industrial Estate
R2989021,S0011,5,Satdobato Chowk Stop
R2989021,S0216,6,Thecho
R2989021,S0060,7,Chapagaun
R2989027,S0224,1,Changu Narayan
R2989027,S0165,2,Mahakali Stop
R2989027,S0199,3,Byasi Stop
R2989027,S0081,4,Bhaktapur Hospital Stop
R2989027,S0161,5,Bhaktapur Bus Park
R2989027,S0014,6,Sallaghari North
R2989027,S0098,7,Tinkune Bhaktapur
R2989027,S0080,8,Srijana nagar
R2989027,S0202,9,Srijananagar
R2989027,S0147,10,Radhe Radhe
R2989027,S0110,11,Thimi Stop
R2989027,S0021,12,Thimi
R2989027,S0007,13,Chardobato
R2989027,S0092,14,Gathaghar
R2989027,S0004,15,Kaushaltar
R2989027,S0022,16,Lokanthali North
R2989027,S0159,17,Jadibuti
R2989027,S0215,18,Jadibuti Stop
R2989027,S0159,19,Jadibuti
R2989027,S0107,20,Koteshwor Stop
R2989027,S0017,21,Tinkune Stop
R2989027,S0203,22,Tinkune Subidhanagar
R2989027,S0127,23,Shantinagar Stop
R2989027,S0029,24,Minbhawan
R2989027,S0114,25,Baneshwor Bus Station
R2989027,S0074,26,नयाँ बानेश्वर
R2989027,S0034,27,Buddhanagar Stop
R2989027,S0062,28,Babarmahal Stop East
R2989027,S0034,29,Buddhanagar Stop
R2989027,S0028,30,Babarmahal
R2989027,S0099,31,Babarmahal Stop West
R2989027,S0097,32,Maitighar
R2989027,S0036,33,Singha Durbar West Stop
R2989027,S0102,34,New Plaza Stop
R2989027,S0005,35,Putalisadak Stop
R2989027,S0206,36,Putalisadak chowk
R2989027,S0031,37,Bagbazar Stop
R2989036,S0198,1,Ratnapark(purano bus park)
R2989036,S0086,2,Tourism Board Stop
R2989036,S0088,3,Bhadrakali
R2989036,S0036,4,Singha Durbar West Stop
R2989036,S0097,5,Maitighar
R2989036,S0028,6,Babarmahal
R2989036,S0099,7,Babarmahal Stop West
R2989036,S0034,8,Buddhanagar Stop
R2989036,S0062,9,Babarmahal Stop East
R2989036,S0034,10,Buddhanagar Stop
R2989036,S0069,11,Naya Baneshwor Tampoo Station
R2989036,S0074,12,नयाँ बानेश्वर
R2989036,S0114,13,Baneshwor Bus Station
R2989036,S0029,14,Minbhawan
R2989036,S0127,15,Shantinagar Stop
R2989036,S0017,16,Tinkune Stop
R2989036,S0203,17,Tinkune Subidhanagar
R2989036,S0053,18,Gairigaun Stop
R2989036,S0139,19,Sinamangal/Ring Road Stop सिनामंगल
R2989036,S0070,20,Airport Bus Station
R2989036,S0071,21,पिङ्गलस्थान
R2989036,S0204,22,Gaushala Chowk Stop
R2989036,S0052,23,JayaBageshwari Stop
R2989036,S0195,24,Chabahil चाबाहील
R2989036,S0172,25,Hyatt Regency
R2989036,S0026,26,Boudha
R2989036,S0135,27,Jorpati
R2989052,S0198,1,Ratnapark(purano bus park)
R2989052,S0086,2,Tourism Board Stop
R2989052,S0067,3,Shahid Gate
R2989052,S0076,4,Sundhara Stop
R2989052,S0056,5,Tripureshwor
R2989052,S0185,6,Thapathali
R2989052,S0132,7,Maitighar Stop--South
R2989052,S0097,8,Maitighar
R2989052,S0028,9,Babarmahal
R2989052,S0099,10,Babarmahal Stop West
R2989052,S0034,11,Buddhanagar Stop
R2989052,S0062,12,Babarmahal Stop East
R2989052,S0034,13,Buddhanagar Stop
R2989052,S0069,14,Naya Baneshwor Tampoo Station
R2989052,S0074,15,नयाँ बानेश्वर
R2989052,S0114,16,Baneshwor Bus Station
R2989052,S0029,17,Minbhawan
R2989052,S0127,18,Shantinagar Stop
R2989052,S0017,19,Tinkune Stop
R2989052,S0203,20,Tinkune Subidhanagar
R2989052,S0107,21,Koteshwor Stop
R2989052,S0159,22,Jadibuti
R2989052,S0215,23,Jadibuti Stop
R2989052,S0159,24,Jadibuti
R2989052,S0022,25,Lokanthali North
R2989052,S0004,26,Kaushaltar
R2989052,S0092,27,Gathaghar
R2989052,S0007,28,Chardobato
R2989052,S0021,29,Thimi
R2989052,S0147,30,Radhe Radhe
R2989052,S0080,31,Srijana nagar
R2989052,S0202,32,Srijananagar
R2989052,S0098,33,Tinkune Bhaktapur
R2989052,S0095,34,Sallaghari Stop
R2989052,S0122,35,Chunudevi
R2989052,S0019,36,Barahi Movies
R2989052,S0229,37,Chundevi Bus Stop (Chunudevi)
R2989052,S0089,38,Suryabinayek
R2989052,S0178,39,Adarsha
R2989052,S0190,40,Jagati
R2989052,S0145,41,Chyamasingh
R2989074,S0146,1,Sakhu Stop
R2989074,S0371,2,Bramhakhel
R2989074,S0370,3,Danchhi
R2989074,S0369,4,Thali
R2989074,S0135,5,Jorpati
R2989074,S0026,6,Boudha
R2989074,S0172,7,Hyatt Regency
R2989074,S0195,8,Chabahil चाबाहील
R2989074,S0052,9,JayaBageshwari Stop
R2989074,S0204,10,Gaushala Chowk Stop
R2989074,S0222,11,Old Baneshwor
R2989074,S0035,12,Maiti Devi chowk
R2989074,S0055,13,Dillibazaar stop
R2989074,S0005,14,Putalisadak Stop
R2989074,S0206,15,Putalisadak chowk
R2989074,S0031,16,Bagbazar Stop
R2989074,S0198,17,Ratnapark(purano bus park)
R2989075,S0135,1,Jorpati
R2989075,S0026,2,Boudha
R2989075,S0172,3,Hyatt Regency
R2989075,S0195,4,Chabahil चाबाहील
R2989075,S0052,5,JayaBageshwari Stop
R2989075,S0204,6,Gaushala Chowk Stop
R2989075,S0222,7,Old Baneshwor
R2989075,S0035,8,Maiti Devi chowk
R2989075,S0055,9,Dillibazaar stop
R2989075,S0005,10,Putalisadak Stop
R2989075,S0206,11,Putalisadak chowk
R2989075,S0031,12,Bagbazar Stop
R2989075,S0198,13,Ratnapark(purano bus park)
R3014451,S0081,1,Bhaktapur Hospital Stop
R3014451,S0161,2,Bhaktapur Bus Park
R3014451,S0014,3,Sallaghari North
R3014451,S0319,4,Siddhapokhari
R3014451,S0080,5,Srijana nagar
R3014451,S0147,6,Radhe Radhe
R3014451,S0322,7,Nagadesh
R3014451,S0323,8,Purano Thimi / Siddhikali Chowk
R3014451,S0324,9,Balkumari Thimi
R3014451,S0325,10,Gatthaghar
R3014451,S0326,11,Kausaltar
R3014451,S0312,12,Lokanthali South
R3014451,S0159,13,Jadibuti
R3014451,S0057,14,Nikosera
R3014451,S0150,15,Baakha Bazaar
R3014451,S0181,16,SanoThimi
R3014451,S0156,17,Pepsi Cola Chowk
R3014451,S0215,18,Jadibuti Stop
R3014451,S0159,19,Jadibuti
R3014451,S0107,20,Koteshwor Stop
R3014451,S0017,21,Tinkune Stop
R3014451,S0203,22,Tinkune Subidhanagar
R3014451,S0127,23,Shantinagar Stop
R3014451,S0029,24,Minbhawan
R3014451,S0114,25,Baneshwor Bus Station
R3014451,S0074,26,नयाँ बानेश्वर
R3014451,S0034,27,Buddhanagar Stop
R3014451,S0304,28,Naya Baneshwor Chowk
R3014451,S0015,29,Hanumanthan Stop
R3014451,S0062,30,Babarmahal Stop East
R3014451,S0034,31,Buddhanagar Stop
R3014451,S0028,32,Babarmahal
R3014451,S0099,33,Babarmahal Stop West
R3014451,S0097,34,Maitighar
R3014451,S0036,35,Singha Durbar West Stop
R3014451,S0102,36,New Plaza Stop
R3014451,S0005,37,Putalisadak Stop
