route_id,stop_id,sequence_no,stop_name
R3014451,S0206,38,Putalisadak chowk
R3014451,S0278,39,"N.A.Bh (Nepal Army Headquarters, Bhadrakali)"
R3014451,S0013,40,Ratna Park
R3014451,S0031,41,Bagbazar Stop
R3020174,S0198,1,Ratnapark(purano bus park)
R3020174,S0137,2,Ghantaghar (घण्टाघर) stop
R3020174,S0094,3,Krishna Pauroti Stop
R3020174,S0042,4,Kamaladi Road (कमलादी) stop
R3020174,S0005,5,Putalisadak Stop
R3020174,S0206,6,Putalisadak chowk
R3020174,S0055,7,Dillibazaar stop
R3020174,S0035,8,Maiti Devi chowk
R3020174,S0222,9,Old Baneshwor
R3020174,S0016,10,Bhimsengola stop
R3020174,S0148,11,Sinamangal
R3020174,S0027,12,KMC stop
R3020174,S0139,13,Sinamangal/Ring Road Stop सिनामंगल
R3020174,S0053,14,Gairigaun Stop
R3020174,S0107,15,Koteshwor Stop
R3020174,S0215,16,Jadibuti Stop
R3020174,S0159,17,Jadibuti
R3020174,S0156,18,Pepsi Cola Chowk
R3020174,S0120,19,Gothatar
R3020212,S0009,1,Dhokashi
R3020212,S0073,2,Chobhar Gate
R3020212,S0049,3,Naya Bato
R3020212,S0043,4,TU Gate
R3020212,S0225,5,Kumari Club
R3020212,S0230,6,Balkhu
R3020212,S0233,7,Balkhu Stop
R3020212,S0023,8,Kalimati
R3020212,S0056,9,Tripureshwor
R3020212,S0067,10,Shahid Gate
R3020212,S0076,11,Sundhara Stop
R3020212,S0086,12,Tourism Board Stop
R3020212,S0198,13,Ratnapark(purano bus park)
R3020213,S0198,1,Ratnapark(purano bus park)
R3020213,S0086,2,Tourism Board Stop
R3020213,S0067,3,Shahid Gate
R3020213,S0076,4,Sundhara Stop
R3020213,S0056,5,Tripureshwor
R3020213,S0023,6,Kalimati
R3020213,S0230,7,Balkhu
R3020213,S0233,8,Balkhu Stop
R3020213,S0225,9,Kumari Club
R3020213,S0043,10,TU Gate
R3020213,S0049,11,Naya Bato
R3020213,S0047,12,Tinkune (Kirtipur side)
R3020213,S0221,13,Naya Bazar
R3020213,S0084,14,Panga Dobato
R3020213,S0009,15,Dhokashi
R3020231,S0198,1,Ratnapark(purano bus park)
R3020231,S0086,2,Tourism Board Stop
R3020231,S0067,3,Shahid Gate
R3020231,S0076,4,Sundhara Stop
R3020231,S0056,5,Tripureshwor
R3020231,S0023,6,Kalimati
R3020231,S0230,7,Balkhu
R3020231,S0233,8,Balkhu Stop
R3020231,S0225,9,Kumari Club
R3020231,S0043,10,TU Gate
R3020231,S0049,11,Naya Bato
R3020231,S0047,12,Tinkune (Kirtipur side)
R3020231,S0221,13,Naya Bazar
R3020231,S0084,14,Panga Dobato
R3020231,S0085,15,Nagaon Dobato
R3020231,S0048,16,Bhatkepati
R3020244,S0198,1,Ratnapark(purano bus park)
R3020244,S0086,2,Tourism Board Stop
R3020244,S0088,3,Bhadrakali
R3020244,S0036,4,Singha Durbar West Stop
R3020244,S0097,5,Maitighar
R3020244,S0028,6,Babarmahal
R3020244,S0099,7,Babarmahal Stop West
R3020244,S0034,8,Buddhanagar Stop
R3020244,S0062,9,Babarmahal Stop East
R3020244,S0034,10,Buddhanagar Stop
R3020244,S0069,11,Naya Baneshwor Tampoo Station
R3020244,S0074,12,नयाँ बानेश्वर
R3020244,S0114,13,Baneshwor Bus Station
R3020244,S0029,14,Minbhawan
R3020244,S0127,15,Shantinagar Stop
R3020244,S0017,16,Tinkune Stop
R3020244,S0203,17,Tinkune Subidhanagar
R3020244,S0053,18,Gairigaun Stop
R3020244,S0139,19,Sinamangal/Ring Road Stop सिनामंगल
R3020244,S0070,20,Airport Bus Station
R3020244,S0071,21,पिङ्गलस्थान
R3020244,S0204,22,Gaushala Chowk Stop
R3020244,S0052,23,JayaBageshwari Stop
R3020244,S0195,24,Chabahil चाबाहील
R3020244,S0172,25,Hyatt Regency
R3020244,S0026,26,Boudha
R3020244,S0135,27,Jorpati
R3020244,S0125,28,Attarkhel
R3028077,S0113,1,Balaju
R3028077,S0177,2,Balaju Chowk Bus Stop
R3028077,S0079,3,Sorhakhutte
R3028077,S0003,4,Shobhabhagwati
R3028077,S0207,5,ASCOL Stop
R3028077,S0193,6,Lainchour Chowk Bus Stop
R3028077,S0152,7,Jamal
R3028077,S0166,8,Kantipath
R3028077,S0137,9,Ghantaghar (घण्टाघर) stop
R3028077,S0013,10,Ratna Park
R3068536,S0130,1,Kalanki
R3068536,S0064,2,Khasibazaar
R3068536,S0230,3,Balkhu
R3068536,S0233,4,Balkhu Stop
R3068536,S0189,5,Sanepa height
R3068536,S0106,6,Nakhu Stop
R3068536,S0214,7,Ekantakuna
R3068536,S0011,8,Satdobato Chowk Stop
R3068536,S0219,9,Lagankhel
R3068548,S0219,1,Lagankhel
R3068548,S0011,2,Satdobato Chowk Stop
R3068548,S0214,3,Ekantakuna
R3068548,S0106,4,Nakhu Stop
R3068548,S0189,5,Sanepa height
R3068548,S0233,6,Balkhu Stop
R3068548,S0230,7,Balkhu
R3068548,S0064,8,Khasibazaar
R3068548,S0130,9,Kalanki
R3070257,S0130,1,Kalanki
R3070257,S0023,2,Kalimati
R3070257,S0056,3,Tripureshwor
R3070257,S0185,4,Thapathali
R3070257,S0132,5,Maitighar Stop--South
R3070257,S0097,6,Maitighar
R3070257,S0028,7,Babarmahal
R3070257,S0099,8,Babarmahal Stop West
R3070257,S0034,9,Buddhanagar Stop
R3070257,S0062,10,Babarmahal Stop East
R3070257,S0034,11,Buddhanagar Stop
R3070257,S0069,12,Naya Baneshwor Tampoo Station
R3070257,S0074,13,नयाँ बानेश्वर
R3070257,S0114,14,Baneshwor Bus Station
R3070257,S0029,15,Minbhawan
R3070257,S0127,16,Shantinagar Stop
R3070257,S0017,17,Tinkune Stop
R3070257,S0203,18,Tinkune Subidhanagar
R3070257,S0107,19,Koteshwor Stop
R3070257,S0024,20,Balkumari Stop
R3070257,S0220,21,Balkumari Bridge Stop
R3070262,S0130,1,Kalanki
R3070262,S0023,2,Kalimati
R3070262,S0056,3,Tripureshwor
R3070262,S0185,4,Thapathali
R3070262,S0132,5,Maitighar Stop--South
R3070262,S0097,6,Maitighar
R3070262,S0028,7,Babarmahal
R3070262,S0099,8,Babarmahal Stop West
R3070262,S0034,9,Buddhanagar Stop
R3070262,S0062,10,Babarmahal Stop East
R3070262,S0034,11,Buddhanagar Stop
R3070262,S0069,12,Naya Baneshwor Tampoo Station
R3070262,S0074,13,नयाँ बानेश्वर
R3070262,S0114,14,Baneshwor Bus Station
R3070262,S0029,15,Minbhawan
R3070262,S0127,16,Shantinagar Stop
R3070262,S0017,17,Tinkune Stop
R3070262,S0203,18,Tinkune Subidhanagar
R3070262,S0107,19,Koteshwor Stop
R3070262,S0159,20,Jadibuti
R3070262,S0215,21,Jadibuti Stop
R3070262,S0156,22,Pepsi Cola Chowk
R3070344,S0054,1,Nikap
R3070344,S0130,2,Kalanki
R3070344,S0023,3,Kalimati
R3070344,S0056,4,Tripureshwor
R3070344,S0185,5,Thapathali
R3070344,S0132,6,Maitighar Stop--South
R3070344,S0097,7,Maitighar
R3070344,S0028,8,Babarmahal
R3070344,S0099,9,Babarmahal Stop West
R3070344,S0034,10,Buddhanagar Stop
R3070344,S0062,11,Babarmahal Stop East
R3070344,S0034,12,Buddhanagar Stop
R3070344,S0069,13,Naya Baneshwor Tampoo Station
R3070344,S0074,14,नयाँ बानेश्वर
R3070344,S0114,15,Baneshwor Bus Station
R3070344,S0029,16,Minbhawan
R3070344,S0127,17,Shantinagar Stop
R3070344,S0017,18,Tinkune Stop
R3070344,S0203,19,Tinkune Subidhanagar
R3070344,S0107,20,Koteshwor Stop
R3070344,S0159,21,Jadibuti
R3070344,S0215,22,Jadibuti Stop
R3070344,S0159,23,Jadibuti
R3070344,S0022,24,Lokanthali North
R3070344,S0004,25,Kaushaltar
R3071402,S0140,1,Gokarna Bus Stop
R3071402,S0125,2,Attarkhel
R3071402,S0135,3,Jorpati
R3071402,S0026,4,Boudha
R3071402,S0172,5,Hyatt Regency
R3071402,S0195,6,Chabahil चाबाहील
R3071402,S0134,7,Gopi Krishna Stop
R3071402,S0217,8,Sukedhara Stop
R3071402,S0118,9,Dhumbarahi
R3071402,S0109,10,Chapal Karkhana stop
R3071402,S0030,11,Chakrapath Stop-- South
R3071402,S0044,12,Narayan Gopal Chowk
R3071402,S0065,13,Basundhara
R3071402,S0187,14,Samakhusi Stop
R3071402,S0169,15,Gongabu Chowk
R3071402,S0174,16,Naya Bus Park
R3071402,S0113,17,Balaju
R3071402,S0212,18,Banasthali
R3071402,S0228,19,Dhungedhara
R3071402,S0162,20,Thulo Bharang Stop
R3071402,S0090,21,Sitapaila Stop
R3071402,S0130,22,Kalanki
R3071562,S0069,1,Naya Baneshwor Tampoo Station
R3071562,S0074,2,नयाँ बानेश्वर
R3071562,S0114,3,Baneshwor Bus Station
R3071562,S0029,4,Minbhawan
R3071562,S0127,5,Shantinagar Stop
R3071562,S0017,6,Tinkune Stop
R3071562,S0203,7,Tinkune Subidhanagar
R3071562,S0107,8,Koteshwor Stop
R3071562,S0024,9,Balkumari Stop
R3071562,S0220,10,Balkumari Bridge Stop
R3071562,S0020,11,Gwarko Chowk Stop
R3071562,S0182,12,B & B Hospital/KCM Stop
R3071562,S0011,13,Satdobato Chowk Stop
R3071562,S0219,14,Lagankhel
R3071562,S0194,15,Batuk Bhairav
R3071562,S0112,16,Lagankhel Stop
R3071562,S0223,17,Lalitpur Industrial Estate
R3071562,S0155,18,Patan Hospital
R3071562,S0213,19,Kumaripati
R3071562,S0103,20,Jawlakhel Stop
R3071562,S0175,21,Jawalakhel
R3071562,S0116,22,Damkal
R3071562,S0142,23,UN Stop
R3071562,S0168,24,Jwagal
R3071562,S0063,25,Kupondole stop
R3071562,S0185,26,Thapathali
R3071562,S0132,27,Maitighar Stop--South
R3071562,S0097,28,Maitighar
R3071562,S0028,29,Babarmahal
R3071562,S0099,30,Babarmahal Stop West
R3071562,S0034,31,Buddhanagar Stop
R3071562,S0062,32,Babarmahal Stop East
R3071562,S0034,33,Buddhanagar Stop
R3072924,S0232,1,Matatirtha Stop
R3072924,S0008,2,Sataungal
R3072924,S0054,3,Nikap
R3072924,S0130,4,Kalanki
R3072924,S0023,5,Kalimati
R3072924,S0056,6,Tripureshwor
R3072924,S0185,7,Thapathali
R3072924,S0132,8,Maitighar Stop--South
R3072924,S0036,9,Singha Durbar West Stop
R3072924,S0102,10,New Plaza Stop
R3072924,S0005,11,Putalisadak Stop
R3072924,S0206,12,Putalisadak chowk
R3072924,S0042,13,Kamaladi Road (कमलादी) stop
R3072924,S0094,14,Krishna Pauroti Stop
R3072924,S0210,15,Ciy Center Stop
R3072924,S0083,16,Gyaneshwor Chowk
R3072924,S0045,17,Ratopul
R3072924,S0012,18,Ratopul Stop
R3072924,S0204,19,Gaushala Chowk Stop
R3072924,S0052,20,JayaBageshwari Stop
R3072924,S0195,21,Chabahil चाबाहील
R3072924,S0134,22,Gopi Krishna Stop
R3072924,S0078,23,Saat Tale Chowk
R3072924,S0002,24,Kapan Stop
R3074202,S0002,1,Kapan Stop
R3074202,S0078,2,Saat Tale Chowk
R3074202,S0134,3,Gopi Krishna Stop
R3074202,S0195,4,Chabahil चाबाहील
R3074202,S0052,5,JayaBageshwari Stop
R3074202,S0204,6,Gaushala Chowk Stop
R3074202,S0222,7,Old Baneshwor
R3074202,S0035,8,Maiti Devi chowk
R3074202,S0055,9,Dillibazaar stop
R3074202,S0005,10,Putalisadak Stop
R3074202,S0206,11,Putalisadak chowk
R3074202,S0031,12,Bagbazar Stop
R3074202,S0013,13,Ratna Park
R3101629,S0219,1,Lagankhel
R3101629,S0194,2,Batuk Bhairav
R3101629,S0112,3,Lagankhel Stop
R3101629,S0223,4,Lalitpur Industrial Estate
R3101629,S0011,5,Satdobato Chowk Stop
R3101629,S0101,6,MAV School
R3101629,S0138,7,Khumaltar Stop
R3101629,S0032,8,Dhapakhel Stop
R3102120,S0112,1,Lagankhel Stop
R3102120,S0223,2,Lalitpur Industrial Estate
R3102120,S0020,3,Gwarko Chowk Stop
R3102120,S0104,4,Lubhu Bus Stop
R3102120,S0200,5,Lamatar
R3102124,S0100,1,RNAC stop
R3102124,S0171,2,Bir Hospital
R3102124,S0166,3,Kantipath
R3102124,S0152,4,Jamal
R3102124,S0193,5,Lainchour Chowk Bus Stop
R3102124,S0087,6,Lainchaur stop
R3102124,S0188,7,Gairidhara
R3102124,S0051,8,Tangal
R3102124,S0197,9,Police Headquarter Stop
R3102124,S0105,10,Bhatbhatini Stop
R3102124,S0093,11,Bishalnagar Stop
R3102124,S0109,12,Chapal Karkhana stop
R3102124,S0118,13,Dhumbarahi
R3102124,S0072,14,Mandikhatar Stop
R3102319,S0112,1,Lagankhel Stop
R3102319,S0223,2,Lalitpur Industrial Estate
R3102319,S0103,3,Jawlakhel Stop
R3102319,S0175,4,Jawalakhel
R3102319,S0214,5,Ekantakuna
R3102319,S0179,6,Khokana
R3102319,S0129,7,Bungmati
R3102319,S0037,8,Tika Bhairab
R3102605,S0090,1,Sitapaila Stop
R3102605,S0211,2,Swayambhu Parikarma
R3102605,S0162,3,Thulo Bharang Stop
R3102605,S0228,4,Dhungedhara
R3102605,S0212,5,Banasthali
R3102605,S0113,6,Balaju
R3102605,S0174,7,Naya Bus Park
R3102605,S0169,8,Gongabu Chowk
R3102605,S0187,9,Samakhusi Stop
R3102605,S0065,10,Basundhara
R3102605,S0030,11,Chakrapath Stop-- South
R3102605,S0044,12,Narayan Gopal Chowk
R3102605,S0109,13,Chapal Karkhana stop
R3102605,S0118,14,Dhumbarahi
R3102605,S0217,15,Sukedhara Stop
R3102605,S0134,16,Gopi Krishna Stop
R3102605,S0195,17,Chabahil चाबाहील
R3102605,S0052,18,JayaBageshwari Stop
R3102605,S0204,19,Gaushala Chowk Stop
R3102605,S0071,20,पिङ्गलस्थान
R3102605,S0070,21,Airport Bus Station
R3102605,S0139,22,Sinamangal/Ring Road Stop सिनामंगल
R3102605,S0053,23,Gairigaun Stop
R3102605,S0107,24,Koteshwor Stop
R3102605,S0024,25,Balkumari Stop
R3102605,S0220,26,Balkumari Bridge Stop
R3102605,S0020,27,Gwarko Chowk Stop
R3102605,S0182,28,B & B Hospital/KCM Stop
R3102605,S0011,29,Satdobato Chowk Stop
R3102605,S0214,30,Ekantakuna
R3102605,S0106,31,Nakhu Stop
R3102605,S0189,32,Sanepa height
R3102605,S0230,33,Balkhu
R3102605,S0233,34,Balkhu Stop
R3102605,S0064,35,Khasibazaar
R3102605,S0130,36,Kalanki
R3203278,S0070,1,Airport Bus Station
R3203278,S0139,2,Sinamangal/Ring Road Stop सिनामंगल
R3203278,S0347,3,Tilganga
R3203278,S0204,4,Gaushala Chowk Stop
R3203278,S0348,5,Battisputali
R3203278,S0126,6,Maitidevi Temple stop
R3203278,S0083,7,Gyaneshwor Chowk
R3203278,S0338,8,Kamalpokhari
R3203278,S0339,9,Hattisar
R3203278,S0341,10,Durbar Marg
R3203278,S0005,11,Putalisadak Stop
R3203278,S0013,12,Ratna Park
R3204165,S0021,1,Thimi
R3204165,S0323,2,Purano Thimi / Siddhikali Chowk
R3204165,S0147,3,Radhe Radhe
R3204165,S0022,4,Lokanthali North
R3204165,S0159,5,Jadibuti
R3204165,S0107,6,Koteshwor Stop
R3204165,S0017,7,Tinkune Stop
R3204165,S0127,8,Shantinagar Stop
R3204165,S0075,9,New Baneshwor West
R3204165,S0097,10,Maitighar
R3204165,S0031,11,Bagbazar Stop
R3204165,S0013,12,Ratna Park
R3211395,S0161,1,Bhaktapur Bus Park
R3211395,S0199,2,Byasi Stop
R3211395,S0089,3,Suryabinayek
R3211395,S0095,4,Sallaghari Stop
R3211395,S0202,5,Srijananagar
R3211395,S0325,6,Gatthaghar
R3211395,S0022,7,Lokanthali North
R3211395,S0159,8,Jadibuti
R3211395,S0107,9,Koteshwor Stop
R3211395,S0017,10,Tinkune Stop
R3211395,S0304,11,Naya Baneshwor Chowk
R3211395,S0097,12,Maitighar
R3211395,S0088,13,Bhadrakali
R3211395,S0013,14,Ratna Park
R3213434,S0130,1,Kalanki
R3213434,S0211,2,Swayambhu Parikarma
R3213434,S0353,3,Sano Bharyang
R3213434,S0228,4,Dhungedhara
R3213434,S0212,5,Banasthali
R3213434,S0113,6,Balaju
R3213434,S0349,7,Macchapokhari
R3213434,S0174,8,Naya Bus Park
R3213434,S0187,9,Samakhusi Stop
R3213434,S0065,10,Basundhara
R3213434,S0336,11,Narayangopal Chowk
R3213434,S0354,12,Chappal Karkhana
R3213434,S0118,13,Dhumbarahi
R3213434,S0217,14,Sukedhara Stop
R3213434,S0355,15,Gopikrishna
R3213434,S0195,16,Chabahil चाबाहील
R3213434,S0204,17,Gaushala Chowk Stop
R3213434,S0070,18,Airport Bus Station
R3213434,S0139,19,Sinamangal/Ring Road Stop सिनामंगल
R3213434,S0053,20,Gairigaun Stop
R3213434,S0107,21,Koteshwor Stop
R3214592,S0107,1,Koteshwor Stop
R3214592,S0017,2,Tinkune Stop
R3214592,S0127,3,Shantinagar Stop
R3214592,S0029,4,Minbhawan
R3214592,S0304,5,Naya Baneshwor Chowk
R3214592,S0028,6,Babarmahal
R3214592,S0097,7,Maitighar
R3214592,S0185,8,Thapathali
R3214592,S0056,9,Tripureshwor
R3214592,S0276,10,Tek (Teku)
R3214592,S0023,11,Kalimati
R3214592,S0271,12,Soalteemode West
R3214592,S0130,13,Kalanki
R3218289,S0135,1,Jorpati
R3218289,S0026,2,Boudha
R3218289,S0195,3,Chabahil चाबाहील
R3218289,S0204,4,Gaushala Chowk Stop
R3218289,S0139,5,Sinamangal/Ring Road Stop सिनामंगल
R3218289,S0017,6,Tinkune Stop
R3218289,S0075,7,New Baneshwor West
R3218289,S0028,8,Babarmahal
R3218289,S0097,9,Maitighar
R3218289,S0185,10,Thapathali
R3218289,S0063,11,Kupondole stop
R3218289,S0234,12,Pulchowk
R3218289,S0175,13,Jawalakhel
R3218289,S0214,14,Ekantakuna
R3229256,S0135,1,Jorpati
R3229256,S0026,2,Boudha
R3229256,S0195,3,Chabahil चाबाहील
R3229256,S0204,4,Gaushala Chowk Stop
R3229256,S0348,5,Battisputali
R3229256,S0126,6,Maitidevi Temple stop
R3229256,S0338,7,Kamalpokhari
R3229256,S0339,8,Hattisar
R3229256,S0005,9,Putalisadak Stop
R3229256,S0013,10,Ratna Park
R3229256,S0385,11,
R3229256,S0056,12,Tripureshwor
R3229256,S0276,13,Tek (Teku)
R3229256,S0023,14,Kalimati
R3229256,S0271,15,Soalteemode West
R3229256,S0130,16,Kalanki
R3229256,S0291,17,Naikap Bus Stop
R3232098,S0336,1,Narayangopal Chowk
R3232098,S0124,2,Teaching Hospital stop
R3232098,S0082,3,Panipokhari stop
R3232098,S0149,4,Lazimpat stop
R3232098,S0087,5,Lainchaur stop
R3232098,S0152,6,Jamal
R3232098,S0166,7,Kantipath
R3232098,S0067,8,Shahid Gate
R3232098,S0056,9,Tripureshwor
R3232098,S0185,10,Thapathali
R3232098,S0063,11,Kupondole stop
R3232098,S0234,12,Pulchowk
R3232098,S0175,13,Jawalakhel
R3232098,S0112,14,Lagankhel Stop
R3232098,S0194,15,Batuk Bhairav
R3232098,S0011,16,Satdobato Chowk Stop
R3236048,S0107,1,Koteshwor Stop
R3236048,S0053,2,Gairigaun Stop
R3236048,S0139,3,Sinamangal/Ring Road Stop सिनामंगल
R3236048,S0070,4,Airport Bus Station
R3236048,S0204,5,Gaushala Chowk Stop
R3236048,S0350,6,Jayabageshwori
R3236048,S0123,7,Naxal Bhagwati
R3236048,S0351,8,Maligaun
R3236048,S0149,9,Lazimpat stop
R3236048,S0087,10,Lainchaur stop
R3236048,S0079,11,Sorhakhutte
R3236048,S0113,12,Balaju
R3236048,S0349,13,Macchapokhari
R3236048,S0174,14,Naya Bus Park
R3255302,S0089,1,Suryabinayek
R3255302,S0095,2,Sallaghari Stop
R3255302,S0325,3,Gatthaghar
R3255302,S0022,4,Lokanthali North
R3255302,S0107,5,Koteshwor Stop
R3255302,S0024,6,Balkumari Stop
R3255302,S0020,7,Gwarko Chowk Stop
R3255302,S0011,8,Satdobato Chowk Stop
R3255302,S0214,9,Ekantakuna
R3255302,S0230,10,Balkhu
R3255302,S0358,11,Kirtipur Mod
R3255302,S0221,12,Naya Bazar
R3255302,S0043,13,TU Gate
R3271482,S0112,1,Lagankhel Stop
R3271482,S0175,2,Jawalakhel
R3271482,S0234,3,Pulchowk
R3271482,S0063,4,Kupondole stop
R3271482,S0185,5,Thapathali
R3271482,S0097,6,Maitighar
R3271482,S0028,7,Babarmahal
R3271482,S0075,8,New Baneshwor West
R3271482,S0029,9,Minbhawan
R3271482,S0127,10,Shantinagar Stop
R3271482,S0017,11,Tinkune Stop
R3271482,S0107,12,Koteshwor Stop
R3277397,S0089,1,Suryabinayek
R3277397,S0095,2,Sallaghari Stop
R3277397,S0022,3,Lokanthali North
R3277397,S0107,4,Koteshwor Stop
R3277397,S0053,5,Gairigaun Stop
R3277397,S0139,6,Sinamangal/Ring Road Stop सिनामंगल
R3277397,S0070,7,Airport Bus Station
R3277397,S0204,8,Gaushala Chowk Stop
R3277397,S0195,9,Chabahil चाबाहील
R3277397,S0355,10,Gopikrishna
R3277397,S0217,11,Sukedhara Stop
R3277397,S0118,12,Dhumbarahi
R3277397,S0065,13,Basundhara
R3277397,S0187,14,Samakhusi Stop
R3277397,S0174,15,Naya Bus Park
R3283810,S0013,1,Ratna Park
R3283810,S0067,2,Shahid Gate
R3283810,S0056,3,Tripureshwor
R3283810,S0276,4,Tek (Teku)
R3283810,S0023,5,Kalimati
R3283810,S0271,6,Soalteemode West
R3283810,S0246,7,Bafal
R3283810,S0130,8,Kalanki
R3283810,S0345,9,Khasi Bazaar
R3283810,S0346,10,Syuchatar
R3283810,S0291,11,Naikap Bus Stop
R3288696,S0112,1,Lagankhel Stop
R3288696,S0175,2,Jawalakhel
R3288696,S0234,3,Pulchowk
R3288696,S0063,4,Kupondole stop
R3288696,S0185,5,Thapathali
R3288696,S0056,6,Tripureshwor
R3288696,S0067,7,Shahid Gate
R3288696,S0013,8,Ratna Park
R3296530,S0107,1,Koteshwor Stop
R3296530,S0024,2,Balkumari Stop
R3296530,S0020,3,Gwarko Chowk Stop
R3296530,S0182,4,B & B Hospital/KCM Stop
R3296530,S0011,5,Satdobato Chowk Stop
R3296530,S0352,6,Mahalaxmisthan
R3296530,S0214,7,Ekantakuna
R3296530,S0258,8,Nakkhu (bus stop)
R3296530,S0189,9,Sanepa height
R3296530,S0230,10,Balkhu
R3296530,S0130,11,Kalanki
R3297080,S0194,1,Batuk Bhairav
R3297080,S0112,2,Lagankhel Stop
R3297080,S0175,3,Jawalakhel
R3297080,S0214,4,Ekantakuna
R3297080,S0258,5,Nakkhu (bus stop)
R3297080,S0189,6,Sanepa height
R3297080,S0230,7,Balkhu
R3297196,S0174,1,Naya Bus Park
R3297196,S0349,2,Macchapokhari
R3297196,S0113,3,Balaju
R3297196,S0079,4,Sorhakhutte
R3297196,S0087,5,Lainchaur stop
R3297196,S0166,6,Kantipath
R3297196,S0152,7,Jamal
R3297196,S0013,8,Ratna Park
R3319772,S0079,1,Sorhakhutte
R3319772,S0356,2,Naya Bazar (Thamel)
R3319772,S0357,3,Chhetrapati
R3319772,S0342,4,Thamel
R3319772,S0087,5,Lainchaur stop
R3319772,S0341,6,Durbar Marg
R3319772,S0152,7,Jamal
R3319772,S0013,8,Ratna Park
R3342445,S0337,1,Maharajgunj Chowk
R3342445,S0068,2,Baluwatar
R3342445,S0051,3,Tangal
R3342445,S0123,4,Naxal Bhagwati
R3342445,S0083,5,Gyaneshwor Chowk
R3342445,S0340,6,Dillibazar
R3342445,S0005,7,Putalisadak Stop
R3342445,S0013,8,Ratna Park
R3351750,S0344,1,Narayantar
R3351750,S0135,2,Jorpati
R3351750,S0026,3,Boudha
R3351750,S0195,4,Chabahil चाबाहील
R3351750,S0083,5,Gyaneshwor Chowk
R3351750,S0338,6,Kamalpokhari
R3351750,S0339,7,Hattisar
R3351750,S0031,8,Bagbazar Stop
R3351750,S0013,9,Ratna Park
